Curricular units 2nd sem (approved)_low,Curricular units 2nd sem (approved)_medium,Curricular units 2nd sem (approved)_high,Curricular units 2nd sem (grade)_low,Curricular units 2nd sem (grade)_medium,Curricular units 2nd sem (grade)_high,Curricular units 1st sem (approved)_low,Curricular units 1st sem (approved)_medium,Curricular units 1st sem (approved)_high,Curricular units 1st sem (grade)_low,Curricular units 1st sem (grade)_medium,Curricular units 1st sem (grade)_high,Curricular units 2nd sem (evaluations)_low,Curricular units 2nd sem (evaluations)_medium,Curricular units 2nd sem (evaluations)_high,Curricular units 1st sem (evaluations)_low,Curricular units 1st sem (evaluations)_medium,Curricular units 1st sem (evaluations)_high,Age at enrollment_low,Age at enrollment_medium,Age at enrollment_high,Course_low,Course_medium,Course_high,Curricular units 1st sem (enrolled)_low,Curricular units 1st sem (enrolled)_medium,Curricular units 1st sem (enrolled)_high,Application mode_low,Application mode_medium,Application mode_high,Previous qualification (grade)_low,Previous qualification (grade)_medium,Previous qualification (grade)_high,Curricular units 2nd sem (enrolled)_low,Curricular units 2nd sem (enrolled)_medium,Curricular units 2nd sem (enrolled)_high,Mother's occupation_low,Mother's occupation_medium,Mother's occupation_high,Tuition fees up to date_0,Tuition fees up to date_1,Scholarship holder_0,Scholarship holder_1
0.0,0.4736842105263159,0.10526315789473686,0.0,0.8575418994413407,0.0,0.0,0.6,0.07407407407407408,0.0,0.8210227272727271,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.666666666666666,0.0,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.5833333333333334,0.07792207792207793,0.0,0.0,0.0,0.0,0.2958579881656804,0.154180763653939,0.0,0.5238095238095237,0.09230769230769233,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.4117647058823529,0.0,0.08160209620063633,0.47858472998137813,0.0,0.14285714285714282,0.23076923076923078,0.0,0.1026772580170637,0.4356060606060606,0.0,0.0,0.3939393939393939,0.12765957446808515,0.0,0.4444444444444444,0.11971830985915495,0.0,1.0,0.0,0.0,0.9604938271604938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.828402366863905,0.0,0.0,1.0,0.0,0.0,0.9512195121951219,0.0,0.0,1.0,1.0,0.0
0.0,0.4736842105263159,0.10526315789473686,0.0,0.7504366812227062,0.0,0.0,0.6,0.07407407407407408,0.0,0.8048543306569239,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.5833333333333334,0.07792207792207793,0.0,0.0,0.0,0.0,0.7092198581560286,0.0,0.0,0.5238095238095237,0.09230769230769233,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.4117647058823529,0.0,0.006737787759685625,0.664804469273743,0.0,0.0,0.6153846153846154,0.0,0.0,0.7670454545454545,0.0,0.0,0.3939393939393939,0.12765957446808515,0.0,0.8888888888888888,0.0,0.11111111111111067,0.285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3754879000780641,0.0,0.0,0.0,1.0,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.9441340782122907,0.0,0.0,0.6153846153846154,0.0,0.0,0.909090909090909,0.0,0.07692307692307698,0.37500000000000006,0.0,0.0,0.6875,0.0,0.666666666666666,0.0,0.0,0.0,0.9449933788326372,0.0,0.04761904761904766,0.5,0.0,0.0,1.0,0.0,0.0,0.7801418439716316,0.0,0.04761904761904766,0.5,0.0,0.058823529411764754,0.44444444444444436,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.28070175438596495,0.0,0.7889509621353198,0.0,0.0,0.0,0.2592592592592593,0.0,0.8522727272727274,0.0,0.0,0.0,0.28723404255319157,0.0,0.0,0.36619718309859156,0.0,0.9285714285714286,0.0,0.01548362256263584,0.8803096669043495,0.0,0.0,0.0,0.3376623376623377,0.0,0.0,0.9787234042553192,0.0,0.7801418439716316,0.0,0.0,0.0,0.4,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.21052631578947384,0.19298245614035092,0.0,0.5312954876273664,0.02616070145177445,0.0,1.0,0.0,0.0,0.23803391285683587,0.17262034257204611,0.0,0.8484848484848485,0.0,0.0,0.7777777777777778,0.014084507042253534,0.0,1.0,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.7916666666666667,0.012987012987013,0.0,0.0,0.0,0.0,0.567375886524823,0.0,0.0,0.5238095238095237,0.09230769230769233,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428572,0.0,0.0,0.13945278022947918,0.3409090909090908,0.0,0.0,0.3939393939393939,0.12765957446808515,0.0,0.1111111111111111,0.22535211267605637,0.0,1.0,0.0,0.0,0.9604938271604938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7658079625292741,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.8882681564245813,0.0,0.14285714285714282,0.23076923076923078,0.0,0.1026772580170637,0.4356060606060606,0.0,0.0,0.6969696969696969,0.021276595744680875,0.0,0.6666666666666666,0.04929577464788734,0.11111111111111067,0.285714285714285,0.0,0.0,0.0,0.8760932944606415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5166747220879652,0.0,1.0,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.4117647058823529,0.0,0.0,0.9441340782122907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.6817298347910595,0.28571428571428575,0.0,0.0,0.0,0.0,0.44680851063829785,0.21935987509758015,0.14184397163120574,0.0,0.04761904761904766,0.5,0.0,0.0,0.9024390243902439,0.00537634408602151,1.0,0.0,1.0,0.0
0.7272727272727273,0.0,0.0,0.11903425042111178,0.38547486033519546,0.0,0.8571428571428572,0.0,0.0,0.029126213592232938,0.6249999999999999,0.0,0.0,0.5454545454545454,0.074468085106383,0.0,0.4444444444444444,0.11971830985915495,0.0,0.6428571428571429,0.02702702702702703,0.0,0.9393908526026281,0.0,0.04761904761904766,0.5,0.0,0.0,0.14062500000000006,0.2340425531914893,0.0,1.0,0.0,0.04761904761904766,0.5,0.0,0.058823529411764754,0.44444444444444436,0.0,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.9441340782122907,0.0,0.0,0.8,0.01234567901234569,0.0,0.8405543801551533,0.0,0.0,0.6875,0.0,0.0,1.0,0.0,0.11111111111111067,0.285714285714285,0.0,0.0,0.0,0.8760932944606415,0.0,1.0,0.0,0.0,0.25,0.0,0.10226385636221717,0.3546099290780143,0.0,0.0,1.0,0.0,0.35294117647058826,0.0,0.0,0.0,1.0,0.0,1.0
0.27272727272727276,0.11764705882352938,0.0,0.0,0.8624454148471613,0.0,0.14285714285714282,0.23076923076923078,0.0,0.0,0.909090909090909,0.0,0.07692307692307698,0.37500000000000006,0.0,0.0,1.0,0.0,0.0,0.9285714285714286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5917159763313607,0.0333494441759303,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.6790393013100433,0.0,0.0,0.8,0.01234567901234569,0.0,0.7332352129518904,0.0,0.0,0.6875,0.0,0.0,0.6875,0.0,0.11111111111111067,0.285714285714285,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.7916666666666667,0.012987012987013,0.0,0.0,0.0,0.0,0.6508875739644968,0.009183180280328553,0.0,0.7619047619047619,0.015384615384615398,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,0.0,1.0
0.0,0.4117647058823529,0.0,0.006737787759685625,0.664804469273743,0.0,0.0,0.6153846153846154,0.0,0.0,0.8380681818181818,0.0,0.0,0.6969696969696969,0.021276595744680875,0.0,0.7777777777777778,0.014084507042253534,0.0,0.8571428571428571,0.0,0.0,0.9536518284608333,0.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.0,0.0,0.9467455621301772,0.0,0.04761904761904766,0.5,0.0,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.0,0.6873652436394994,0.0,0.8,0.01234567901234569,0.0,0.0,0.5195641498996149,0.0,0.6875,0.0,0.0,0.6875,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.6817298347910595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6133397776703721,0.0,1.0,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,0.0,1.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.43668122270742343,0.07287623975851648,0.0,0.8,0.01234567901234569,0.0,0.9938674761598134,0.0,0.0,0.6875,0.0,0.0,0.6875,0.0,0.0,0.9285714285714286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,0.0,0.5917159763313607,0.0333494441759303,0.0,1.0,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.9441340782122907,0.0,0.0,1.0,0.0,0.007060900264783766,0.6818181818181815,0.0,0.0,0.6875,0.0,0.0,0.6666666666666666,0.04929577464788734,0.11111111111111067,0.285714285714285,0.0,0.006270454607959127,0.914434144850769,0.0,0.0,1.0,0.0,0.0,0.9375,0.0,0.0,0.7692307692307689,0.0,0.0,1.0,0.0,0.35294117647058826,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.0,0.5579991375592924,0.0,0.8,0.01234567901234569,0.0,0.0,0.8545253254821192,0.0,0.8484848484848485,0.0,0.0,0.7777777777777778,0.014084507042253534,0.0,0.35714285714285715,0.13513513513513514,0.01548362256263584,0.8803096669043495,0.0,0.0,1.0,0.0,0.0,0.375,0.0,0.0,0.7801418439716316,0.0,0.0,1.0,0.0,0.0,0.975609756097561,0.0,0.0,1.0,1.0,0.0
0.0,0.7058823529411765,0.0,0.0,0.0,0.3154376886589045,0.0,1.0,0.0,0.0,0.0,0.3952486620545618,0.0,1.0,0.0,0.07692307692307698,0.37500000000000006,0.0,0.666666666666666,0.0,0.0,0.01548362256263584,0.8803096669043495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11834319526627216,0.22667955534074424,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.8324022346368716,0.0,0.0,1.0,0.0,0.0,0.909090909090909,0.0,0.07692307692307698,0.37500000000000006,0.0,0.2692307692307693,0.06250000000000006,0.0,0.0,0.42857142857142855,0.10810810810810811,0.0,0.0,1.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.0,0.0,0.35502958579881644,0.13001449975833726,0.04761904761904766,0.5,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.7579143389199258,0.0,0.0,0.8,0.01234567901234569,0.0,0.9938674761598134,0.0,0.0,1.0,0.0,0.07692307692307698,0.37500000000000006,0.0,0.0,0.9285714285714286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.25839188134270114,0.07092198581560287,0.0,0.0,1.0,0.0,0.0,0.975609756097561,0.0,0.0,1.0,0.0,1.0
0.0,0.21052631578947384,0.19298245614035092,0.0,0.29789847161572086,0.1413998490728759,0.0,0.4,0.1358024691358025,0.0,0.35091067979026835,0.11922943044859202,0.0,1.0,0.0,0.0,1.0,0.0,0.666666666666666,0.0,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.5833333333333334,0.07792207792207793,0.0,1.0,0.0,0.0,0.7692307692307689,0.0,0.0,0.5238095238095237,0.09230769230769233,0.0,0.9512195121951219,0.0,0.0,1.0,0.0,1.0
0.0,0.21052631578947384,0.19298245614035092,0.0,0.0,0.42014338076757207,0.0,0.6,0.07407407407407408,0.0,0.0,0.32842908733784615,0.0,1.0,0.0,0.0,0.6875,0.0,0.0,0.2857142857142857,0.16216216216216217,0.0,0.3530864197530864,0.018464528668611167,0.0,0.7916666666666667,0.012987012987013,0.0,0.0,0.0,0.0,0.7092198581560286,0.0,0.0,0.5238095238095237,0.09230769230769233,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.4117647058823529,0.0,0.08160209620063633,0.47858472998137813,0.0,0.0,0.6153846153846154,0.0,0.0,0.909090909090909,0.0,0.0,0.5454545454545454,0.074468085106383,0.0,0.1111111111111111,0.22535211267605637,0.0,0.0,0.2972972972972973,0.01548362256263584,0.8803096669043495,0.0,0.0,1.0,0.0,0.0,0.14062500000000006,0.2340425531914893,0.0,0.5917159763313607,0.0333494441759303,0.0,1.0,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.633187772925764,0.0,0.0,0.8,0.01234567901234569,0.0,0.9172109281574834,0.0,0.07692307692307698,0.37500000000000006,0.0,0.07692307692307698,0.37500000000000006,0.0,0.666666666666666,0.0,0.0,0.006270454607959127,0.914434144850769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2366863905325443,0.17834702754954074,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7272727272727273,0.0,0.0,0.11903425042111178,0.38547486033519546,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.7777777777777778,0.014084507042253534,0.11111111111111067,0.285714285714285,0.0,0.0,0.9393908526026281,0.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.8723404255319149,0.0,0.7092198581560286,0.0,0.04761904761904766,0.5,0.0,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.7058823529411765,0.0,0.09096013475575523,0.45530726256983234,0.0,0.14285714285714282,0.23076923076923078,0.0,0.06590173580464842,0.5303030303030299,0.0,0.0,0.8484848484848485,0.0,0.0,0.6666666666666666,0.04929577464788734,0.11111111111111067,0.285714285714285,0.0,0.0,0.9536518284608333,0.0,0.04761904761904766,0.5,0.0,0.0,1.0,0.0,0.3364558938329431,0.0,0.0,0.04761904761904766,0.5,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.8044692737430169,0.0,0.0,0.8,0.01234567901234569,0.0,0.8405543801551533,0.0,0.07692307692307698,0.37500000000000006,0.0,0.07692307692307698,0.37500000000000006,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.6817298347910595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5917159763313607,0.0333494441759303,0.0,1.0,0.0,0.058823529411764754,0.44444444444444436,0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.3833548943510133,0.0,1.0,0.0,0.0,0.13531413853371432,0.2212069790714872,0.2692307692307693,0.06250000000000006,0.0,0.07692307692307698,0.37500000000000006,0.0,0.0,0.9285714285714286,0.0,0.004207805065867325,0.9220739533462361,0.0,0.04761904761904766,0.5,0.0,0.0,0.5625,0.0,0.0,0.5917159763313607,0.0333494441759303,0.04761904761904766,0.5,0.0,0.058823529411764754,0.44444444444444436,0.0,0.0,1.0,1.0,0.0
0.0,0.7058823529411765,0.0,0.0,0.0600436681222709,0.25884001724881395,0.0,0.6153846153846154,0.0,0.0,0.4572716401435014,0.06892050646129723,0.0,0.6969696969696969,0.021276595744680875,0.0,0.3333333333333333,0.15492957746478875,0.0,0.6428571428571429,0.02702702702702703,0.0,0.9449933788326372,0.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.0,0.024199843871975192,0.4964539007092201,0.0,0.04761904761904766,0.5,0.0,0.0,0.9024390243902439,0.00537634408602151,1.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714282,0.23076923076923078,0.0,0.0,0.8405543801551533,0.0,0.2692307692307693,0.06250000000000006,0.0,0.0,1.0,0.0,0.0,0.0,0.3783783783783784,0.0,0.21481481481481482,0.15451895043731853,0.0,0.7916666666666667,0.012987012987013,0.0,0.375,0.0,0.0,0.5917159763313607,0.0333494441759303,0.04761904761904766,0.5,0.0,0.6470588235294118,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.21052631578947384,0.19298245614035092,0.0,0.0,0.4569318671841308,0.0,0.6,0.07407407407407408,0.0,0.5492594977462975,0.025410085715528774,0.0,1.0,0.0,0.0,0.6875,0.0,0.666666666666666,0.0,0.0,0.0,0.21481481481481482,0.15451895043731853,0.0,0.7916666666666667,0.012987012987013,0.0,1.0,0.0,0.0,0.9929078014184402,0.0,0.0,0.5238095238095237,0.09230769230769233,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,0.0,1.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.8624454148471613,0.0,0.0,0.8,0.01234567901234569,0.0,0.7638978321528225,0.0,0.0,0.3939393939393939,0.12765957446808515,0.0,0.8888888888888888,0.0,0.0,0.8571428571428571,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.7916666666666667,0.012987012987013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5238095238095237,0.09230769230769233,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.736842105263158,0.017543859649122823,0.0,0.8510242085661079,0.0,0.0,0.8,0.01234567901234569,0.0,0.6872412841504923,0.0,0.0,0.6875,0.0,0.07692307692307698,0.37500000000000006,0.0,0.11111111111111067,0.285714285714285,0.0,0.0,0.0,0.6817298347910595,0.0,1.0,0.0,0.0,0.0,0.0,0.06323185011709619,0.4255319148936172,0.0,0.0,1.0,0.0,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.21052631578947384,0.19298245614035092,0.0,0.0,0.5090017248814143,0.0,0.6,0.07407407407407408,0.0,0.0,0.37757255362659314,0.0,1.0,0.0,0.0,1.0,0.0,0.666666666666666,0.0,0.0,0.0,0.3530864197530864,0.018464528668611167,0.0,0.7916666666666667,0.012987012987013,0.0,0.0,0.0,0.0,0.9467455621301772,0.0,0.0,0.5238095238095237,0.09230769230769233,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.08296943231441095,0.24752048296679566,0.0,1.0,0.0,0.0,0.0,0.35173824130879333,0.2692307692307693,0.06250000000000006,0.0,0.2692307692307693,0.06250000000000006,0.0,0.0,0.14285714285714285,0.21621621621621623,0.0,0.0,1.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.0,0.25839188134270114,0.07092198581560287,0.0,0.04761904761904766,0.5,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,0.4117647058823529,0.0,0.0,0.9441340782122907,0.0,0.0,1.0,0.0,0.05119152691968211,0.5681818181818182,0.0,0.0,0.8484848484848485,0.0,0.0,0.6875,0.0,0.0,1.0,0.0,0.0,0.9393908526026281,0.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.0,0.024199843871975192,0.4964539007092201,0.0,0.04761904761904766,0.5,0.0,0.0,0.0,0.8924731182795699,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8380681818181818,0.0,0.0,0.6969696969696969,0.021276595744680875,0.0,0.6875,0.0,0.0,0.5714285714285714,0.05405405405405406,0.0,0.21481481481481482,0.15451895043731853,0.0,0.7916666666666667,0.012987012987013,0.0,0.14062500000000006,0.2340425531914893,0.0,1.0,0.0,0.04761904761904766,0.5,0.0,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.7206703910614524,0.0,0.14285714285714282,0.23076923076923078,0.0,0.06590173580464842,0.5303030303030299,0.0,0.0,0.8484848484848485,0.0,0.0,0.3333333333333333,0.15492957746478875,0.0,0.5714285714285714,0.05405405405405406,0.15148098237122196,0.37659162676988883,0.0,0.0,1.0,0.0,0.0,0.14062500000000006,0.2340425531914893,0.0,0.5917159763313607,0.0333494441759303,0.0,1.0,0.0,0.0,0.9024390243902439,0.00537634408602151,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.5414847161572055,0.021129797326433487,0.0,0.8,0.01234567901234569,0.0,0.6105847361481623,0.0,0.0,0.8484848484848485,0.0,0.0,0.6875,0.0,0.11111111111111067,0.285714285714285,0.0,0.0,0.0,0.4314868804664728,0.0,1.0,0.0,0.0,1.0,0.0,0.14129586260733817,0.2836879432624115,0.0,0.0,1.0,0.0,0.35294117647058826,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.7058823529411765,0.0,0.0,0.4039301310043668,0.0890470030185423,0.0,0.8,0.01234567901234569,0.0,0.7061688311688312,0.0,0.0,0.8484848484848485,0.0,0.0,0.6875,0.0,0.666666666666666,0.0,0.0,0.0,0.9604938271604938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5325443786982247,0.057515708071532036,0.0,1.0,0.0,0.058823529411764754,0.44444444444444436,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428572,0.0,0.0,0.029126213592232938,0.6249999999999999,0.0,0.0,0.6969696969696969,0.021276595744680875,0.0,0.8888888888888888,0.0,0.666666666666666,0.0,0.0,0.0,0.9536518284608333,0.0,0.04761904761904766,0.5,0.0,0.0,1.0,0.0,0.0,0.6508875739644968,0.009183180280328553,0.04761904761904766,0.5,0.0,0.0,0.9512195121951219,0.0,0.0,1.0,1.0,0.0
